Name,Age,Overall,Club,Position,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,Acceleration,SprintSpeed,ShotPower,Stamina,Strength,LongShots,Interceptions,Positioning,Penalties,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
21 M. Gardyne,34,63,Ross County FC,LW,64.0,58.0,65.0,54.0,63.0,74.0,76.0,58.0,67.0,56.0,55.0,41.0,54.0,64.0,44.0,42.0,63.0,42.0
Genaro,23,66,Málaga CF,RES,52.0,72.0,61.0,70.0,66.0,62.0,63.0,69.0,53.0,58.0,49.0,61.0,54.0,54.0,68.0,65.0,67.0,64.0
T. Blackmon,24,68,Los Angeles FC,LCB,63.0,66.0,68.0,59.0,64.0,80.0,82.0,46.0,70.0,72.0,39.0,69.0,55.0,33.0,63.0,61.0,69.0,63.0
C. González,28,74,Tigres U.A.N.L.,LS,39.0,67.0,65.0,48.0,70.0,60.0,62.0,78.0,71.0,82.0,62.0,28.0,79.0,75.0,32.0,23.0,74.0,30.0
20 Dani Molina,23,64,RC Celta de Vigo,RES,49.0,72.0,65.0,69.0,70.0,48.0,52.0,60.0,34.0,32.0,67.0,59.0,56.0,55.0,71.0,70.0,67.0,56.0
M. Bloomfield,37,62,Wycombe Wanderers,SUB,57.0,66.0,58.0,64.0,64.0,51.0,46.0,59.0,42.0,67.0,56.0,65.0,60.0,50.0,62.0,62.0,63.0,62.0
M. Djitté,21,70,Austin FC,RES,56.0,66.0,73.0,36.0,71.0,81.0,82.0,68.0,79.0,73.0,62.0,29.0,73.0,65.0,14.0,16.0,72.0,33.0
21 H. Demir,22,63,Kasimpaşa SK,SUB,56.0,68.0,60.0,66.0,63.0,65.0,61.0,67.0,63.0,65.0,63.0,66.0,52.0,54.0,52.0,49.0,65.0,52.0
M. Frydrych,31,68,Wisła Kraków,RCB,63.0,63.0,47.0,54.0,55.0,56.0,60.0,66.0,70.0,83.0,55.0,67.0,49.0,57.0,68.0,66.0,68.0,69.0
Rafael Cachoira,21,75,RB Bragantino,RCB,56.0,66.0,58.0,76.0,62.0,46.0,59.0,60.0,62.0,83.0,42.0,75.0,40.0,42.0,77.0,73.0,75.0,82.0
C. Bayala,25,68,AC Ajaccio,SUB,63.0,64.0,69.0,61.0,66.0,82.0,87.0,70.0,77.0,72.0,56.0,27.0,65.0,67.0,37.0,35.0,69.0,40.0
F. Miya,22,67,İttifak Holding Konyaspor,SUB,69.0,67.0,71.0,64.0,70.0,78.0,78.0,67.0,54.0,70.0,62.0,28.0,63.0,60.0,36.0,23.0,70.0,24.0
Li Shenglong,28,63,Shanghai Port FC,LS,60.0,58.0,59.0,49.0,58.0,81.0,74.0,63.0,63.0,69.0,57.0,39.0,62.0,64.0,41.0,43.0,63.0,43.0
21 S. Bocchetti,33,72,Hellas Verona,RES,56.0,61.0,57.0,63.0,63.0,58.0,57.0,76.0,46.0,84.0,47.0,71.0,31.0,45.0,72.0,71.0,72.0,70.0
G. Korte,30,66,SV Wehen Wiesbaden,SUB,60.0,62.0,70.0,58.0,69.0,83.0,67.0,72.0,72.0,50.0,65.0,24.0,58.0,66.0,25.0,22.0,66.0,32.0
21 M. Olsson,32,66,Helsingborgs IF,SUB,65.0,62.0,64.0,55.0,61.0,71.0,72.0,63.0,61.0,57.0,51.0,60.0,56.0,42.0,67.0,65.0,66.0,62.0
20 R. Rodriguez,28,66,KFC Uerdingen 05,SUB,61.0,64.0,65.0,61.0,67.0,79.0,77.0,63.0,72.0,61.0,44.0,42.0,64.0,63.0,38.0,47.0,66.0,38.0
Z. Al Sahafi,27,67,Al Ittihad,RCB,54.0,62.0,52.0,64.0,59.0,46.0,48.0,72.0,73.0,84.0,66.0,65.0,48.0,50.0,67.0,65.0,69.0,67.0
M. Virtue,24,62,Blackpool,RES,45.0,65.0,62.0,63.0,65.0,69.0,67.0,63.0,68.0,55.0,54.0,58.0,52.0,54.0,63.0,62.0,64.0,56.0
S. Stangl,29,64,SV Wehen Wiesbaden,RES,64.0,58.0,59.0,56.0,62.0,68.0,69.0,62.0,60.0,71.0,59.0,66.0,58.0,42.0,61.0,63.0,64.0,65.0
T. Coulibaly,20,70,VfB Stuttgart,SUB,69.0,67.0,80.0,47.0,75.0,81.0,77.0,61.0,63.0,60.0,36.0,38.0,64.0,57.0,42.0,37.0,71.0,48.0
J. Fujita,19,64,Tokushima Vortis,SUB,44.0,66.0,60.0,63.0,63.0,76.0,60.0,65.0,67.0,58.0,58.0,67.0,57.0,51.0,67.0,61.0,65.0,58.0
O. Macías,22,62,Fútbol Club Juárez,SUB,48.0,67.0,64.0,64.0,66.0,73.0,71.0,64.0,67.0,62.0,59.0,39.0,58.0,48.0,59.0,57.0,65.0,57.0
D. Buballa,31,66,Viktoria Köln,RES,61.0,63.0,63.0,55.0,65.0,72.0,81.0,49.0,72.0,76.0,43.0,66.0,56.0,40.0,67.0,62.0,66.0,64.0
14 D. Trezeguet,35,74,Newell's Old Boys,SUB,48.0,70.0,62.0,52.0,73.0,38.0,40.0,77.0,44.0,80.0,60.0,30.0,86.0,84.0,42.0,26.0,74.0,
E. Jirka,23,69,Real Oviedo,SUB,66.0,65.0,65.0,60.0,66.0,82.0,82.0,61.0,88.0,70.0,62.0,34.0,69.0,52.0,32.0,32.0,70.0,26.0
C. Mavinga,30,70,Toronto FC,SUB,62.0,70.0,61.0,66.0,66.0,75.0,85.0,56.0,72.0,80.0,32.0,68.0,40.0,33.0,68.0,71.0,70.0,68.0
G. Merloi,21,63,FC Voluntari,RES,61.0,60.0,63.0,59.0,65.0,75.0,76.0,64.0,71.0,64.0,56.0,39.0,59.0,56.0,40.0,41.0,65.0,36.0
L. Sigali,34,75,Racing Club,RCB,41.0,65.0,57.0,51.0,63.0,67.0,65.0,65.0,55.0,79.0,27.0,75.0,49.0,55.0,76.0,74.0,75.0,76.0
J. Sekidika,24,68,Oud-Heverlee Leuven,RES,66.0,62.0,70.0,58.0,64.0,93.0,92.0,71.0,75.0,56.0,58.0,38.0,65.0,63.0,40.0,39.0,69.0,52.0
J. Pohjanpalo,26,73,Çaykur Rizespor,ST,54.0,69.0,69.0,45.0,71.0,64.0,63.0,78.0,64.0,76.0,71.0,18.0,75.0,59.0,21.0,18.0,74.0,24.0
Cristo Romero,21,68,Real Sociedad B,LB,69.0,67.0,71.0,63.0,68.0,74.0,78.0,45.0,70.0,41.0,49.0,65.0,61.0,44.0,61.0,62.0,69.0,64.0
C. Fierro,26,67,San Jose Earthquakes,SUB,66.0,66.0,66.0,56.0,67.0,72.0,74.0,65.0,75.0,60.0,52.0,40.0,67.0,54.0,34.0,30.0,67.0,48.0
M. Chahiri,24,69,Stade Malherbe Caen,SUB,65.0,73.0,73.0,67.0,69.0,74.0,72.0,64.0,61.0,68.0,55.0,41.0,62.0,57.0,46.0,41.0,70.0,48.0
Barrenetxea,19,74,Real Sociedad,SUB,70.0,66.0,81.0,53.0,76.0,84.0,77.0,70.0,64.0,51.0,62.0,17.0,71.0,59.0,12.0,14.0,74.0,32.0
21 M. Sax,27,66,FC Flyeralarm Admira,SUB,58.0,63.0,70.0,57.0,67.0,75.0,73.0,58.0,74.0,60.0,49.0,32.0,60.0,66.0,15.0,21.0,66.0,24.0
20 G. De Luca,27,66,Virtus Entella Chiavari,RS,56.0,63.0,67.0,51.0,68.0,91.0,90.0,68.0,64.0,51.0,63.0,25.0,64.0,58.0,12.0,14.0,69.0,17.0
C. Colmán,27,69,Godoy Cruz,SUB,39.0,57.0,68.0,38.0,66.0,74.0,78.0,73.0,68.0,78.0,59.0,20.0,70.0,67.0,23.0,25.0,70.0,32.0
20 W. Atkinson,30,61,Port Vale,SUB,57.0,59.0,60.0,58.0,62.0,69.0,68.0,58.0,92.0,72.0,51.0,60.0,57.0,54.0,58.0,54.0,63.0,56.0
S. van Wermeskerken,27,68,PEC Zwolle,RES,63.0,67.0,68.0,66.0,65.0,79.0,75.0,42.0,76.0,63.0,34.0,61.0,56.0,42.0,63.0,64.0,68.0,66.0
M. Villanueva,28,72,Santa Clara,LCB,65.0,70.0,60.0,65.0,65.0,60.0,69.0,64.0,67.0,89.0,43.0,68.0,40.0,38.0,72.0,68.0,74.0,73.0
17 G. Samaras,31,69,Real Zaragoza,SUB,67.0,66.0,71.0,62.0,72.0,66.0,67.0,68.0,74.0,73.0,62.0,33.0,68.0,69.0,13.0,18.0,68.0,
A. Munksgaard,23,67,Aarhus GF,SUB,63.0,64.0,64.0,60.0,65.0,74.0,78.0,54.0,75.0,75.0,34.0,58.0,43.0,40.0,65.0,63.0,67.0,59.0
K. Lafferty,33,67,,SUB,57.0,62.0,62.0,45.0,65.0,54.0,55.0,71.0,64.0,83.0,64.0,17.0,68.0,70.0,34.0,38.0,67.0,24.0
N. Orellana,25,67,Unión La Calera,SUB,65.0,65.0,68.0,64.0,68.0,78.0,78.0,70.0,72.0,77.0,59.0,26.0,73.0,59.0,13.0,21.0,68.0,36.0
Léo Sena,25,65,Spezia,SUB,63.0,73.0,67.0,73.0,64.0,68.0,68.0,56.0,68.0,65.0,46.0,51.0,55.0,50.0,65.0,61.0,67.0,62.0
R. Pröpper,27,69,FC Twente,LCB,40.0,65.0,54.0,67.0,58.0,45.0,44.0,74.0,74.0,80.0,58.0,65.0,48.0,44.0,69.0,66.0,70.0,73.0
21 E. Berg,31,71,Djurgårdens IF,RES,41.0,61.0,55.0,73.0,61.0,43.0,52.0,68.0,63.0,83.0,47.0,70.0,44.0,49.0,71.0,68.0,71.0,73.0
F. Brown Forbes,29,65,Wisła Kraków,ST,57.0,55.0,61.0,47.0,63.0,76.0,82.0,67.0,70.0,90.0,54.0,44.0,65.0,56.0,42.0,34.0,65.0,41.0
E. Castillo,26,68,Club Tijuana,SUB,68.0,62.0,70.0,55.0,70.0,80.0,77.0,68.0,71.0,82.0,62.0,32.0,68.0,62.0,41.0,24.0,68.0,21.0
Bryan Gil,20,76,Tottenham Hotspur,SUB,77.0,74.0,82.0,69.0,78.0,79.0,77.0,64.0,46.0,30.0,60.0,21.0,79.0,47.0,29.0,22.0,77.0,25.0
W. Zimmerman,28,74,Nashville SC,RCB,39.0,69.0,48.0,66.0,64.0,44.0,58.0,57.0,78.0,87.0,40.0,72.0,48.0,56.0,72.0,68.0,76.0,72.0
Y. Keitel,21,67,Sport-Club Freiburg,RDM,49.0,73.0,60.0,68.0,66.0,63.0,66.0,58.0,63.0,69.0,49.0,61.0,49.0,48.0,70.0,67.0,68.0,57.0
Asumah Abubakar,24,67,FC Lugano,LS,57.0,58.0,69.0,55.0,71.0,84.0,87.0,69.0,69.0,68.0,60.0,30.0,64.0,51.0,35.0,29.0,69.0,42.0
S. Christiansen,20,63,Borussia Mönchengladbach,RES,64.0,67.0,65.0,66.0,68.0,66.0,55.0,62.0,62.0,61.0,45.0,50.0,58.0,60.0,60.0,59.0,65.0,53.0
F. Rieder,19,64,BSC Young Boys,SUB,54.0,69.0,70.0,67.0,70.0,71.0,70.0,62.0,65.0,62.0,55.0,52.0,56.0,51.0,53.0,52.0,67.0,45.0
I. Hutchinson,21,62,Derby County,SUB,56.0,64.0,67.0,62.0,65.0,74.0,71.0,64.0,71.0,55.0,62.0,48.0,60.0,53.0,60.0,58.0,66.0,50.0
T. Bradshaw,28,69,Millwall,SUB,45.0,63.0,63.0,45.0,69.0,78.0,78.0,64.0,85.0,71.0,62.0,20.0,73.0,70.0,24.0,31.0,69.0,30.0
F. Okenabirhie,25,65,Doncaster Rovers,SUB,45.0,58.0,65.0,53.0,64.0,81.0,83.0,64.0,72.0,66.0,62.0,31.0,64.0,63.0,31.0,32.0,67.0,26.0
21 G. Kostadinov,29,68,,RCM,44.0,68.0,52.0,64.0,61.0,62.0,65.0,69.0,73.0,72.0,58.0,68.0,65.0,46.0,70.0,68.0,68.0,67.0
J. Bauza,25,63,FC U Craiova 1948,SUB,63.0,64.0,64.0,60.0,64.0,75.0,75.0,65.0,69.0,67.0,60.0,50.0,56.0,40.0,36.0,42.0,66.0,33.0
M. Stamenic,19,63,,RCM,53.0,67.0,67.0,63.0,73.0,67.0,69.0,55.0,66.0,64.0,50.0,55.0,53.0,50.0,54.0,55.0,65.0,56.0
M. Bayo,23,73,Clermont Foot 63,ST,57.0,63.0,75.0,46.0,75.0,72.0,72.0,76.0,62.0,68.0,69.0,23.0,75.0,73.0,19.0,16.0,75.0,24.0
Álex López,24,68,CD Mirandés,SUB,61.0,72.0,64.0,73.0,70.0,61.0,64.0,59.0,57.0,58.0,56.0,57.0,69.0,45.0,58.0,51.0,70.0,62.0
R. Hack,22,71,DSC Arminia Bielefeld,LM,64.0,69.0,76.0,54.0,75.0,85.0,82.0,70.0,76.0,45.0,53.0,29.0,70.0,54.0,31.0,29.0,74.0,33.0
V. Sulejmani,25,67,Hannover 96,SUB,43.0,62.0,66.0,54.0,65.0,70.0,69.0,67.0,67.0,72.0,61.0,19.0,66.0,62.0,48.0,26.0,69.0,39.0
K. Itakura,24,74,FC Schalke 04,CB,30.0,68.0,63.0,65.0,65.0,74.0,79.0,64.0,85.0,75.0,24.0,78.0,38.0,38.0,79.0,73.0,76.0,74.0
M. Cassierra,23,72,Belenenses SAD,RS,54.0,67.0,70.0,59.0,71.0,81.0,81.0,70.0,72.0,71.0,61.0,25.0,73.0,67.0,21.0,19.0,74.0,28.0
C. Norman,25,63,Newport County,RWB,60.0,58.0,58.0,56.0,59.0,71.0,71.0,56.0,71.0,72.0,52.0,58.0,54.0,52.0,59.0,58.0,63.0,58.0
21 M. Barragán,28,66,Club Necaxa,SUB,58.0,65.0,64.0,55.0,62.0,70.0,70.0,69.0,71.0,72.0,62.0,31.0,64.0,67.0,36.0,31.0,66.0,18.0
C. Akpom,25,71,PAOK,SUB,48.0,59.0,68.0,46.0,71.0,81.0,84.0,75.0,73.0,80.0,66.0,29.0,72.0,62.0,29.0,19.0,73.0,17.0
B. Chardonnet,26,74,Stade Brestois 29,RCB,45.0,66.0,48.0,63.0,65.0,55.0,59.0,49.0,68.0,80.0,32.0,73.0,48.0,69.0,76.0,72.0,76.0,76.0
R. Redes,21,66,Austin FC,SUB,60.0,65.0,72.0,60.0,62.0,78.0,79.0,57.0,68.0,72.0,60.0,35.0,62.0,72.0,47.0,39.0,68.0,56.0
20 D. Lovren,29,80,Liverpool,SUB,59.0,68.0,63.0,66.0,67.0,52.0,54.0,63.0,64.0,82.0,34.0,81.0,21.0,52.0,82.0,84.0,80.0,76.0
S. Walsh,26,69,KV Mechelen,RB,68.0,66.0,62.0,62.0,65.0,65.0,67.0,44.0,79.0,67.0,25.0,71.0,54.0,57.0,66.0,64.0,70.0,69.0
T. Archibald,23,60,Leyton Orient,LW,57.0,56.0,63.0,54.0,60.0,74.0,76.0,63.0,74.0,61.0,58.0,49.0,54.0,58.0,57.0,55.0,62.0,48.0
S. Burgess,23,61,Port Vale,RES,58.0,63.0,62.0,61.0,61.0,70.0,75.0,58.0,72.0,55.0,61.0,55.0,60.0,51.0,58.0,56.0,65.0,56.0
Marrony,22,67,FC Midtjylland,SUB,55.0,51.0,73.0,42.0,70.0,84.0,87.0,68.0,75.0,58.0,66.0,30.0,68.0,66.0,38.0,31.0,69.0,50.0
A. Beka Beka,20,65,FC Lokomotiv Moscow,SUB,55.0,67.0,64.0,62.0,66.0,78.0,74.0,56.0,76.0,51.0,42.0,62.0,65.0,44.0,66.0,63.0,67.0,63.0
U. Bozok,24,69,Kasimpaşa SK,ST,58.0,68.0,70.0,41.0,72.0,78.0,81.0,67.0,71.0,67.0,63.0,13.0,71.0,72.0,11.0,12.0,71.0,35.0
19 T. Mykhalyk,34,74,FC Lokomotiv Moscow,RES,52.0,67.0,51.0,63.0,62.0,52.0,66.0,50.0,58.0,80.0,45.0,76.0,33.0,47.0,73.0,73.0,73.0,
E. Torregrossa,29,71,U.C. Sampdoria,SUB,44.0,62.0,64.0,49.0,69.0,70.0,71.0,72.0,76.0,81.0,60.0,25.0,74.0,72.0,23.0,21.0,71.0,23.0
Osvaldão Murilo,21,73,RB Bragantino,LCB,49.0,53.0,44.0,71.0,63.0,69.0,77.0,57.0,41.0,84.0,51.0,69.0,37.0,75.0,76.0,74.0,73.0,78.0
T. De Smet,23,69,K Beerschot VA,SUB,70.0,61.0,56.0,62.0,64.0,67.0,72.0,68.0,74.0,68.0,58.0,66.0,51.0,37.0,68.0,66.0,69.0,64.0
D. Andrade,27,66,Santos Laguna,SUB,67.0,65.0,67.0,62.0,67.0,71.0,72.0,57.0,65.0,44.0,43.0,61.0,58.0,53.0,67.0,61.0,66.0,67.0
T. Ebuehi,25,69,Venezia FC,SUB,57.0,63.0,65.0,51.0,64.0,83.0,90.0,52.0,77.0,69.0,30.0,63.0,52.0,47.0,67.0,67.0,69.0,64.0
B. Finne,26,66,SK Brann,RW,54.0,63.0,68.0,42.0,68.0,79.0,71.0,70.0,79.0,57.0,57.0,21.0,62.0,58.0,12.0,15.0,66.0,30.0
21 Y. Vorogovskiy,23,68,K Beerschot VA,SUB,64.0,61.0,60.0,58.0,62.0,72.0,70.0,62.0,67.0,62.0,58.0,65.0,51.0,41.0,68.0,69.0,69.0,67.0
A. Çankaya,23,66,Göztepe SK,SUB,51.0,66.0,59.0,62.0,62.0,62.0,63.0,66.0,68.0,74.0,38.0,66.0,43.0,53.0,68.0,67.0,69.0,62.0
21 A. Baumjohann,33,69,Sydney FC,SUB,66.0,69.0,73.0,66.0,72.0,65.0,67.0,64.0,47.0,61.0,63.0,28.0,65.0,59.0,22.0,21.0,69.0,52.0
Aitor Buñuel,23,70,Unión Deportiva Almería,RB,69.0,65.0,66.0,56.0,68.0,82.0,82.0,39.0,83.0,64.0,35.0,65.0,54.0,43.0,63.0,65.0,71.0,62.0
G. Carrillo,30,71,Elche CF,SUB,34.0,64.0,71.0,57.0,72.0,35.0,55.0,76.0,62.0,76.0,72.0,34.0,78.0,75.0,29.0,26.0,71.0,43.0
F. Lustenberger,33,75,BSC Young Boys,LCB,45.0,70.0,61.0,68.0,69.0,49.0,44.0,47.0,73.0,71.0,35.0,79.0,32.0,50.0,77.0,76.0,75.0,79.0
T. Doyle,19,62,Hamburger SV,SUB,62.0,70.0,62.0,65.0,64.0,63.0,63.0,67.0,65.0,62.0,56.0,52.0,45.0,41.0,58.0,50.0,64.0,57.0
21 T. Lapslie,24,63,Colchester United,SUB,39.0,61.0,56.0,57.0,60.0,61.0,68.0,56.0,72.0,65.0,52.0,63.0,48.0,55.0,63.0,64.0,66.0,62.0
E. Nketiah,22,74,Arsenal,SUB,43.0,66.0,74.0,45.0,73.0,85.0,82.0,72.0,68.0,59.0,62.0,19.0,78.0,68.0,19.0,15.0,76.0,22.0
21 R. Shotton,31,69,Melbourne Victory,SUB,64.0,60.0,62.0,57.0,60.0,56.0,60.0,63.0,80.0,80.0,41.0,71.0,55.0,59.0,70.0,69.0,69.0,69.0
A. Thapa,23,62,Chennaiyin FC,LDM,60.0,64.0,61.0,63.0,64.0,70.0,68.0,54.0,79.0,60.0,51.0,60.0,55.0,45.0,56.0,53.0,65.0,51.0
J. Knight,23,68,Peterborough United,SUB,40.0,63.0,59.0,64.0,65.0,58.0,58.0,54.0,77.0,73.0,56.0,69.0,57.0,42.0,67.0,65.0,70.0,68.0
M. Hjulmand,22,67,Lecce,CM,46.0,71.0,66.0,70.0,70.0,61.0,67.0,59.0,72.0,74.0,58.0,64.0,57.0,44.0,60.0,57.0,69.0,58.0
21 L. Viatri,33,72,Club Atlético Colón,SUB,47.0,75.0,65.0,59.0,71.0,58.0,62.0,74.0,49.0,86.0,70.0,43.0,73.0,64.0,23.0,26.0,72.0,40.0
J. Yates,24,68,Blackpool,SUB,45.0,61.0,65.0,43.0,66.0,78.0,79.0,68.0,81.0,65.0,65.0,24.0,70.0,67.0,27.0,22.0,70.0,25.0
C. Holse,22,68,Rosenborg BK,RW,63.0,62.0,69.0,58.0,67.0,84.0,80.0,65.0,68.0,56.0,63.0,28.0,62.0,55.0,25.0,22.0,69.0,41.0
S. Molina,29,67,Crotone,LM,67.0,70.0,70.0,63.0,69.0,71.0,76.0,67.0,80.0,63.0,48.0,31.0,64.0,56.0,34.0,35.0,67.0,68.0
E. Kara,25,73,SK Rapid Wien,SUB,32.0,63.0,59.0,35.0,66.0,69.0,79.0,80.0,84.0,92.0,73.0,17.0,71.0,69.0,27.0,21.0,75.0,22.0
R. Gall,26,64,Malmö FF,SUB,55.0,57.0,66.0,53.0,63.0,83.0,79.0,71.0,69.0,34.0,65.0,48.0,58.0,63.0,24.0,35.0,64.0,50.0
C. Abastoflor,19,62,Club The Strongest,RES,58.0,60.0,67.0,55.0,61.0,67.0,65.0,55.0,66.0,60.0,68.0,58.0,61.0,65.0,50.0,45.0,64.0,55.0
M. Polster,28,69,New England Revolution,CDM,58.0,72.0,67.0,66.0,65.0,39.0,59.0,49.0,87.0,78.0,49.0,68.0,49.0,39.0,65.0,63.0,69.0,65.0
Pedro Augusto,24,68,CD Tondela,SUB,50.0,69.0,61.0,74.0,62.0,60.0,65.0,59.0,74.0,65.0,40.0,63.0,55.0,45.0,72.0,71.0,69.0,62.0
A. Gutiérrez,21,64,Cruz Azul,SUB,58.0,70.0,69.0,70.0,65.0,65.0,63.0,68.0,68.0,60.0,52.0,53.0,31.0,51.0,62.0,53.0,66.0,46.0
M. Friedrich,25,78,1. FC Union Berlin,RCB,43.0,67.0,43.0,68.0,61.0,54.0,73.0,58.0,67.0,81.0,35.0,78.0,32.0,38.0,85.0,79.0,80.0,79.0
S. Karamoko,28,65,AS Nancy Lorraine,RB,58.0,58.0,64.0,49.0,60.0,86.0,86.0,50.0,81.0,69.0,40.0,59.0,59.0,43.0,61.0,57.0,65.0,58.0
21 M. Heller,34,66,SC Paderborn 07,SUB,64.0,64.0,65.0,51.0,65.0,86.0,84.0,62.0,64.0,58.0,58.0,20.0,63.0,54.0,37.0,24.0,66.0,35.0
F. Pogba,30,68,FC Sochaux-Montbéliard,LCB,64.0,63.0,53.0,61.0,57.0,55.0,65.0,68.0,71.0,87.0,59.0,66.0,36.0,38.0,66.0,68.0,68.0,67.0
C. Akolo,26,70,Amiens SC,SUB,65.0,66.0,73.0,63.0,72.0,81.0,78.0,76.0,63.0,63.0,57.0,26.0,66.0,48.0,27.0,26.0,70.0,26.0
M. Yatabaré,35,71,Demir Grup Sivasspor,SUB,59.0,63.0,67.0,57.0,69.0,63.0,63.0,79.0,70.0,81.0,69.0,21.0,70.0,67.0,15.0,12.0,71.0,44.0
Gabriel,23,79,Arsenal,LCB,38.0,75.0,52.0,71.0,66.0,62.0,72.0,51.0,67.0,86.0,30.0,78.0,44.0,40.0,81.0,78.0,81.0,80.0
20 T. Gebhart,30,64,TSV 1860 München,CAM,67.0,66.0,66.0,57.0,69.0,61.0,58.0,71.0,34.0,70.0,56.0,37.0,61.0,65.0,41.0,38.0,64.0,41.0
J. Brenet,27,70,TSG Hoffenheim,RES,67.0,68.0,71.0,61.0,67.0,82.0,77.0,30.0,64.0,66.0,31.0,67.0,58.0,56.0,70.0,69.0,70.0,65.0
18 Kike Sola,31,68,Athletic Club de Bilbao,RES,59.0,67.0,71.0,55.0,71.0,56.0,47.0,69.0,35.0,76.0,65.0,47.0,68.0,63.0,45.0,42.0,67.0,
21 E. Segberg,23,63,IK Start,CDM,59.0,65.0,62.0,62.0,64.0,62.0,61.0,64.0,78.0,72.0,49.0,61.0,53.0,57.0,53.0,51.0,64.0,58.0
S. High,20,63,Huddersfield Town,SUB,57.0,66.0,63.0,68.0,65.0,71.0,64.0,55.0,71.0,52.0,46.0,55.0,55.0,56.0,58.0,55.0,65.0,51.0
Álvaro García,21,66,RCD Espanyol de Barcelona,RES,45.0,70.0,60.0,66.0,62.0,66.0,64.0,65.0,66.0,69.0,55.0,66.0,60.0,50.0,68.0,64.0,68.0,65.0
Aridane,32,77,CA Osasuna,RCB,45.0,67.0,40.0,53.0,68.0,50.0,60.0,66.0,78.0,89.0,31.0,76.0,35.0,31.0,76.0,77.0,77.0,75.0
T. Hemed,34,69,Western Sydney Wanderers,RS,45.0,62.0,63.0,51.0,66.0,41.0,49.0,77.0,64.0,80.0,66.0,34.0,68.0,85.0,37.0,15.0,69.0,27.0
R. Decostere,23,67,KSV Cercle Brugge,SUB,63.0,64.0,65.0,59.0,65.0,74.0,76.0,62.0,70.0,65.0,42.0,62.0,51.0,50.0,65.0,66.0,67.0,63.0
J. Lahne,19,61,Amiens SC,SUB,40.0,57.0,63.0,55.0,60.0,93.0,92.0,60.0,71.0,55.0,57.0,38.0,61.0,63.0,38.0,37.0,64.0,27.0
P. Szysz,23,67,Zagłębie Lubin,RM,59.0,61.0,62.0,54.0,64.0,86.0,86.0,65.0,83.0,67.0,56.0,13.0,66.0,63.0,37.0,43.0,68.0,32.0
Glauder,25,69,SD Eibar,SUB,63.0,63.0,61.0,59.0,66.0,69.0,71.0,60.0,77.0,80.0,28.0,65.0,63.0,33.0,69.0,66.0,71.0,67.0
C. Kane,26,64,St. Johnstone FC,SUB,44.0,60.0,57.0,58.0,65.0,77.0,76.0,74.0,76.0,79.0,52.0,32.0,57.0,43.0,40.0,35.0,65.0,43.0
Samuel Lino,21,68,Gil Vicente FC,LW,54.0,66.0,73.0,45.0,72.0,77.0,72.0,71.0,70.0,58.0,61.0,40.0,69.0,71.0,22.0,25.0,70.0,22.0
S. Ferreira,23,72,Club Libertad,SUB,41.0,66.0,76.0,52.0,70.0,72.0,70.0,76.0,65.0,62.0,65.0,30.0,72.0,73.0,27.0,25.0,74.0,19.0
21 M. Badu,23,65,Spartak Moskva,RES,63.0,64.0,70.0,62.0,65.0,75.0,77.0,68.0,61.0,59.0,49.0,50.0,59.0,52.0,52.0,60.0,66.0,44.0
J. Dacres-Cogley,25,65,Tranmere Rovers,RWB,63.0,62.0,64.0,59.0,62.0,78.0,76.0,59.0,65.0,61.0,56.0,61.0,60.0,49.0,61.0,59.0,65.0,62.0
H. Dotson,23,66,Minnesota United FC,SUB,55.0,67.0,65.0,64.0,65.0,65.0,65.0,69.0,75.0,66.0,70.0,65.0,58.0,36.0,68.0,64.0,67.0,66.0
C. Whelan,22,62,Oldham Athletic,RCM,54.0,66.0,61.0,62.0,63.0,61.0,60.0,65.0,69.0,58.0,52.0,59.0,55.0,50.0,64.0,61.0,64.0,60.0
K. Mac Allister,23,71,Argentinos Juniors,RCB,59.0,66.0,62.0,50.0,65.0,72.0,71.0,49.0,78.0,58.0,37.0,70.0,55.0,45.0,73.0,70.0,71.0,72.0
21 A. Cistana,23,70,Brescia,RCB,51.0,61.0,52.0,55.0,60.0,65.0,67.0,59.0,66.0,70.0,40.0,70.0,44.0,40.0,73.0,70.0,72.0,70.0
Suk Hyun Jun,30,68,ESTAC Troyes,SUB,58.0,59.0,66.0,47.0,68.0,56.0,55.0,77.0,64.0,75.0,69.0,29.0,69.0,61.0,37.0,22.0,68.0,41.0
J. Tolkin,18,63,New York Red Bulls,LB,63.0,65.0,59.0,60.0,58.0,76.0,77.0,52.0,76.0,52.0,47.0,61.0,61.0,42.0,57.0,53.0,64.0,54.0
Robert Navarro,19,67,Real Sociedad,RES,42.0,63.0,69.0,52.0,66.0,79.0,75.0,58.0,68.0,63.0,45.0,35.0,70.0,75.0,34.0,38.0,69.0,24.0
B. Afobe,28,68,Millwall,SUB,46.0,65.0,65.0,52.0,67.0,70.0,73.0,68.0,60.0,82.0,64.0,25.0,68.0,72.0,22.0,17.0,68.0,31.0
L. Caldirola,30,71,AC Monza,LCB,62.0,70.0,59.0,66.0,65.0,50.0,48.0,63.0,46.0,80.0,46.0,73.0,50.0,42.0,72.0,70.0,71.0,68.0
